image_path,true_label,predicted_label
data/test\1\2129_right-600-FSF.jpg,1,0
data/test\1\2129_right-600-RB.jpg,1,0
data/test\1\2129_right-600.jpg,1,0
data/test\1\21382_right-600-CF.jpg,1,0
data/test\1\21382_right-600-FSF.jpg,1,0
data/test\1\22154_left-600-FSF.jpg,1,0
data/test\1\22154_left-600-RB.jpg,1,0
data/test\1\22383_left-600-CF.jpg,1,0
data/test\1\22383_left-600-FSF.jpg,1,0
data/test\1\22383_left-600-RB.jpg,1,0
data/test\1\22383_left-600.jpg,1,0
data/test\1\22724_right-600-CF.jpg,1,0
data/test\1\22724_right-600-FSF.jpg,1,0
data/test\1\22724_right-600-RB.jpg,1,0
data/test\1\22724_right-600.jpg,1,0
data/test\1\23123_right-600-CF.jpg,1,0
data/test\1\23123_right-600-FSF.jpg,1,0
data/test\1\23123_right-600-RB.jpg,1,0
data/test\1\23123_right-600.jpg,1,0
data/test\1\23157_right-600-CF.jpg,1,0
data/test\1\23157_right-600-FSF.jpg,1,0
data/test\1\23157_right-600-RB.jpg,1,0
data/test\1\23157_right-600.jpg,1,0
data/test\1\23170_left-600-CF.jpg,1,0
data/test\1\23170_left-600-FSF.jpg,1,0
data/test\1\23170_left-600-RB.jpg,1,0
data/test\1\23170_left-600.jpg,1,0
data/test\1\23263_right-600-CF.jpg,1,0
data/test\1\23263_right-600-FSF.jpg,1,0
data/test\1\23263_right-600-RB.jpg,1,0
data/test\1\23263_right-600.jpg,1,0
data/test\1\23356_left-600-CF.jpg,1,0
data/test\1\23356_left-600-FSF.jpg,1,0
data/test\1\23356_left-600.jpg,1,0
data/test\1\23534_left-600.jpg,1,0
data/test\1\23534_right-600-CF.jpg,1,0
data/test\1\23534_right-600-FSF.jpg,1,0
data/test\1\23534_right-600-RB.jpg,1,0
data/test\1\23534_right-600.jpg,1,0
data/test\1\23538_right-600-CF.jpg,1,0
data/test\1\23538_right-600-FSF.jpg,1,0
data/test\1\23538_right-600-RB.jpg,1,0
data/test\1\23538_right-600.jpg,1,0
data/test\1\23576_left-600-CF.jpg,1,0
data/test\1\23576_left-600-FSF.jpg,1,0
data/test\1\23576_left-600-RB.jpg,1,0
data/test\1\23576_left-600.jpg,1,0
data/test\1\23786_right-600-CF.jpg,1,0
data/test\1\23786_right-600-FSF.jpg,1,0
data/test\1\23786_right-600-RB.jpg,1,0
data/test\1\23786_right-600.jpg,1,0
data/test\1\23950_left-600-CF.jpg,1,0
data/test\1\23950_left-600-FSF.jpg,1,0
data/test\1\23950_left-600-RB.jpg,1,0
data/test\1\23950_left-600.jpg,1,0
data/test\1\23996_left-600-CF.jpg,1,0
data/test\1\23996_left-600-FSF.jpg,1,0
data/test\1\23996_left-600-RB.jpg,1,0
data/test\1\23996_left-600.jpg,1,0
data/test\1\24216_left-600-CF.jpg,1,0
data/test\1\24216_left-600-FSF.jpg,1,0
data/test\1\24216_left-600-RB.jpg,1,0
data/test\1\24216_left-600.jpg,1,0
data/test\1\24299_left-600-CF.jpg,1,0
data/test\1\24299_left-600-FSF.jpg,1,0
data/test\1\24299_left-600-RB.jpg,1,0
data/test\1\24299_left-600.jpg,1,0
data/test\1\24456_left-600-CF.jpg,1,0
data/test\1\24456_left-600-FSF.jpg,1,0
data/test\1\24456_left-600-RB.jpg,1,0
data/test\1\24456_left-600.jpg,1,0
data/test\1\24500_left-600-CF.jpg,1,0
data/test\1\24500_left-600-FSF.jpg,1,0
data/test\1\27090_right-600.jpg,1,0
data/test\1\27264_left-600-CF.jpg,1,0
data/test\1\27264_left-600-FSF.jpg,1,0
data/test\1\27264_left-600-RB.jpg,1,0
data/test\1\27264_left-600.jpg,1,0
data/test\1\27304_left-600-CF.jpg,1,0
data/test\1\27304_left-600-FSF.jpg,1,0
data/test\1\27304_left-600.jpg,1,0
data/test\1\27447_left-600-RB.jpg,1,0
data/test\1\27447_left-600.jpg,1,0
data/test\1\27570_left-600-CF.jpg,1,0
data/test\1\27570_left-600-FSF.jpg,1,0
data/test\1\27570_left-600-RB.jpg,1,0
data/test\1\27570_left-600.jpg,1,0
data/test\1\27588_left-600-CF.jpg,1,0
data/test\1\27588_left-600-FSF.jpg,1,0
data/test\1\27588_left-600-RB.jpg,1,0
data/test\1\27588_left-600.jpg,1,0
data/test\1\27959_left-600-CF.jpg,1,0
data/test\1\27959_left-600-FSF.jpg,1,0
data/test\1\27959_left-600-RB.jpg,1,0
data/test\1\27959_left-600.jpg,1,0
data/test\1\28036_right-600-CF.jpg,1,0
data/test\1\28036_right-600-FSF.jpg,1,0
data/test\1\28036_right-600-RB.jpg,1,0
data/test\1\28036_right-600.jpg,1,0
data/test\1\28154_right-600-CF.jpg,1,0
data/test\1\28154_right-600-FSF.jpg,1,0
data/test\1\28154_right-600-RB.jpg,1,0
data/test\1\28154_right-600.jpg,1,0
data/test\1\28707_left-600-CF.jpg,1,0
data/test\1\28707_left-600-FSF.jpg,1,0
data/test\1\28707_left-600-RB.jpg,1,0
data/test\1\28707_left-600.jpg,1,0
data/test\1\28717_right-600-CF.jpg,1,0
data/test\1\28717_right-600-FSF.jpg,1,0
data/test\1\28717_right-600-RB.jpg,1,0
data/test\1\28717_right-600.jpg,1,0
data/test\1\28839_right-600-CF.jpg,1,0
data/test\1\28839_right-600-FSF.jpg,1,0
data/test\1\28839_right-600-RB.jpg,1,0
data/test\1\28839_right-600.jpg,1,0
data/test\1\29052_left-600-CF.jpg,1,0
data/test\1\29052_left-600-FSF.jpg,1,0
data/test\1\29052_left-600-RB.jpg,1,0
data/test\1\29052_left-600.jpg,1,0
data/test\1\29102_left-600-CF.jpg,1,0
data/test\1\29102_left-600-FSF.jpg,1,0
data/test\1\29102_left-600-RB.jpg,1,0
data/test\1\29102_left-600.jpg,1,0
data/test\1\29278_left-600-CF.jpg,1,0
data/test\1\29278_left-600-FSF.jpg,1,0
data/test\1\29278_left-600-RB.jpg,1,0
data/test\1\29278_left-600.jpg,1,0
data/test\1\29330_left-600-CF.jpg,1,0
data/test\1\29330_left-600-FSF.jpg,1,0
data/test\1\29330_left-600-RB.jpg,1,0
data/test\1\29330_left-600.jpg,1,0
data/test\1\2972_left-600-FSF.jpg,1,0
data/test\1\2972_left-600-RB.jpg,1,0
data/test\1\29803_right-600-CF.jpg,1,0
data/test\1\29803_right-600-FSF.jpg,1,0
data/test\1\29803_right-600-RB.jpg,1,0
data/test\1\29803_right-600.jpg,1,0
data/test\1\31060_right-600-RB.jpg,1,0
data/test\1\31060_right-600.jpg,1,0
data/test\1\3124_left-600-CF.jpg,1,0
data/test\1\3124_left-600-FSF.jpg,1,0
data/test\1\3124_left-600-RB.jpg,1,0
data/test\1\3124_left-600.jpg,1,0
data/test\1\3124_right-600-CF.jpg,1,0
data/test\1\3124_right-600-FSF.jpg,1,0
data/test\1\3124_right-600-RB.jpg,1,0
data/test\1\3124_right-600.jpg,1,0
data/test\1\31273_right-600-CF.jpg,1,0
data/test\1\31273_right-600.jpg,1,0
data/test\1\31608_left-600-FSF.jpg,1,0
data/test\1\31608_left-600-RB.jpg,1,0
data/test\1\31660_right-600-CF.jpg,1,0
data/test\1\31660_right-600-FSF.jpg,1,0
data/test\1\31660_right-600-RB.jpg,1,0
data/test\1\31660_right-600.jpg,1,0
data/test\1\31667_right-600-CF.jpg,1,0
data/test\1\31667_right-600-FSF.jpg,1,0
data/test\1\31667_right-600-RB.jpg,1,0
data/test\1\31667_right-600.jpg,1,0
data/test\1\31724_right-600-CF.jpg,1,0
data/test\1\31724_right-600-FSF.jpg,1,0
data/test\1\31724_right-600-RB.jpg,1,0
data/test\1\31724_right-600.jpg,1,0
data/test\1\31736_left-600-CF.jpg,1,0
data/test\1\31736_left-600-FSF.jpg,1,0
data/test\1\31736_left-600-RB.jpg,1,0
data/test\1\31736_left-600.jpg,1,0
data/test\1\32129_left-600-CF.jpg,1,0
data/test\1\32129_left-600-FSF.jpg,1,0
data/test\1\32129_left-600-RB.jpg,1,0
data/test\1\32129_left-600.jpg,1,0
data/test\1\32142_left-600-CF.jpg,1,0
data/test\1\32142_left-600-FSF.jpg,1,0
data/test\1\32142_left-600-RB.jpg,1,0
data/test\1\32142_left-600.jpg,1,0
data/test\1\32194_left-600-CF.jpg,1,0
data/test\1\32194_left-600-FSF.jpg,1,0
data/test\1\32194_left-600-RB.jpg,1,0
data/test\1\32194_left-600.jpg,1,0
data/test\1\32236_left-600-CF.jpg,1,0
data/test\1\32536_left-600-CF.jpg,1,0
data/test\1\32536_left-600-FSF.jpg,1,0
data/test\1\32536_left-600-RB.jpg,1,0
data/test\1\32536_left-600.jpg,1,0
data/test\1\32748_right-600-CF.jpg,1,0
data/test\1\32748_right-600-FSF.jpg,1,0
data/test\1\32748_right-600.jpg,1,0
data/test\1\33509_right-600-CF.jpg,1,0
data/test\1\33509_right-600-FSF.jpg,1,0
data/test\1\33509_right-600-RB.jpg,1,0
data/test\1\33509_right-600.jpg,1,0
data/test\1\3397_left-600-CF.jpg,1,0
data/test\1\3397_left-600-FSF.jpg,1,0
data/test\1\3397_left-600-RB.jpg,1,0
data/test\1\3397_left-600.jpg,1,0
data/test\1\34008_left-600-CF.jpg,1,0
data/test\1\34008_left-600-FSF.jpg,1,0
data/test\1\34008_left-600-RB.jpg,1,0
data/test\1\34008_left-600.jpg,1,0
data/test\1\34109_right-600-CF.jpg,1,0
data/test\1\34109_right-600-FSF.jpg,1,0
data/test\1\34109_right-600-RB.jpg,1,0
data/test\1\34109_right-600.jpg,1,0
data/test\1\34249_right-600-CF.jpg,1,0
data/test\1\34249_right-600-FSF.jpg,1,0
data/test\1\34249_right-600-RB.jpg,1,0
data/test\1\34249_right-600.jpg,1,0
data/test\1\34296_left-600-CF.jpg,1,0
data/test\1\34296_left-600-FSF.jpg,1,0
data/test\1\34296_left-600-RB.jpg,1,0
data/test\1\34296_left-600.jpg,1,0
data/test\1\34350_right-600-CF.jpg,1,0
data/test\1\34350_right-600-FSF.jpg,1,0
data/test\1\34350_right-600-RB.jpg,1,0
data/test\1\34350_right-600.jpg,1,0
data/test\1\34363_right-600-CF.jpg,1,0
data/test\1\34363_right-600-FSF.jpg,1,0
data/test\1\34363_right-600-RB.jpg,1,0
data/test\1\34363_right-600.jpg,1,0
data/test\1\34364_right-600-CF.jpg,1,0
data/test\1\34364_right-600-FSF.jpg,1,0
data/test\1\34364_right-600-RB.jpg,1,0
data/test\1\34364_right-600.jpg,1,0
data/test\1\34366_left-600-CF.jpg,1,0
data/test\1\34366_left-600-FSF.jpg,1,0
data/test\1\34366_left-600-RB.jpg,1,0
data/test\1\34366_left-600.jpg,1,0
data/test\1\34382_left-600-CF.jpg,1,0
data/test\1\34655_right-600-RB.jpg,1,0
data/test\1\34718_right-600-CF.jpg,1,0
data/test\1\34718_right-600-FSF.jpg,1,0
data/test\1\34718_right-600-RB.jpg,1,0
data/test\1\34718_right-600.jpg,1,0
data/test\1\36091_left-600-CF.jpg,1,0
data/test\1\36091_left-600-FSF.jpg,1,0
data/test\1\36091_left-600-RB.jpg,1,0
data/test\1\36091_left-600.jpg,1,0
data/test\1\36256_left-600-CF.jpg,1,0
data/test\1\36256_left-600-FSF.jpg,1,0
data/test\1\36256_left-600-RB.jpg,1,0
data/test\1\36256_left-600.jpg,1,0
data/test\1\36256_right-600-CF.jpg,1,0
data/test\1\36256_right-600-FSF.jpg,1,0
data/test\1\36256_right-600-RB.jpg,1,0
data/test\1\36256_right-600.jpg,1,0
data/test\1\36276_left-600-CF.jpg,1,0
data/test\1\36276_left-600-FSF.jpg,1,0
data/test\1\36276_left-600-RB.jpg,1,0
data/test\1\36276_left-600.jpg,1,0
data/test\1\36351_right-600-CF.jpg,1,0
data/test\1\36351_right-600.jpg,1,0
data/test\1\36364_left-600-CF.jpg,1,0
data/test\1\36364_left-600-FSF.jpg,1,0
data/test\1\36364_left-600-RB.jpg,1,0
data/test\1\36364_left-600.jpg,1,0
data/test\1\36588_left-600-CF.jpg,1,0
data/test\1\36588_left-600-FSF.jpg,1,0
data/test\1\36588_left-600-RB.jpg,1,0
data/test\1\36588_left-600.jpg,1,0
data/test\1\3671_left-600-FSF.jpg,1,0
data/test\1\3671_left-600-RB.jpg,1,0
data/test\1\36879_right-600-CF.jpg,1,0
data/test\1\36879_right-600-FSF.jpg,1,0
data/test\1\36879_right-600-RB.jpg,1,0
data/test\1\36879_right-600.jpg,1,0
data/test\1\37020_right-600-CF.jpg,1,0
data/test\1\37020_right-600-FSF.jpg,1,0
data/test\1\37020_right-600-RB.jpg,1,0
data/test\1\37020_right-600.jpg,1,0
data/test\1\37097_right-600-CF.jpg,1,0
data/test\1\37097_right-600-FSF.jpg,1,0
data/test\1\37097_right-600-RB.jpg,1,0
data/test\1\37097_right-600.jpg,1,0
data/test\1\40508_right-600-FSF.jpg,1,0
data/test\1\40508_right-600-RB.jpg,1,0
data/test\1\40508_right-600.jpg,1,0
data/test\1\4068_left-600-CF.jpg,1,0
data/test\1\4068_left-600-FSF.jpg,1,0
data/test\1\4068_left-600-RB.jpg,1,0
data/test\1\4068_left-600.jpg,1,0
data/test\1\41379_right-600-RB.jpg,1,0
data/test\1\41379_right-600.jpg,1,0
data/test\1\41621_left-600-CF.jpg,1,0
data/test\1\41621_left-600-FSF.jpg,1,0
data/test\1\41621_left-600-RB.jpg,1,0
data/test\1\41621_left-600.jpg,1,0
data/test\1\41717_right-600-CF.jpg,1,0
data/test\1\41717_right-600-FSF.jpg,1,0
data/test\1\41717_right-600-RB.jpg,1,0
data/test\1\41717_right-600.jpg,1,0
data/test\1\41940_left-600-CF.jpg,1,0
data/test\1\41940_left-600-FSF.jpg,1,0
data/test\1\41940_left-600-RB.jpg,1,0
data/test\1\41940_left-600.jpg,1,0
data/test\1\41946_right-600-CF.jpg,1,0
data/test\1\41946_right-600-FSF.jpg,1,0
data/test\1\41946_right-600-RB.jpg,1,0
data/test\1\41946_right-600.jpg,1,0
data/test\1\41949_left-600-CF.jpg,1,0
data/test\1\41949_left-600-FSF.jpg,1,0
data/test\1\41949_left-600-RB.jpg,1,0
data/test\1\41949_left-600.jpg,1,0
data/test\1\41949_right-600-CF.jpg,1,0
data/test\1\41949_right-600-FSF.jpg,1,0
data/test\1\41949_right-600-RB.jpg,1,0
data/test\1\41949_right-600.jpg,1,0
data/test\1\42032_left-600-CF.jpg,1,0
data/test\1\42032_left-600-FSF.jpg,1,0
data/test\1\42032_left-600-RB.jpg,1,0
data/test\1\42032_left-600.jpg,1,0
data/test\1\42057_right-600-CF.jpg,1,0
data/test\1\42057_right-600-FSF.jpg,1,0
data/test\1\42057_right-600-RB.jpg,1,0
data/test\1\43968_left-600-CF.jpg,1,0
data/test\1\43968_left-600-FSF.jpg,1,0
data/test\1\43968_left-600-RB.jpg,1,0
data/test\1\43968_left-600.jpg,1,0
data/test\1\43973_right-600-CF.jpg,1,0
data/test\1\43973_right-600-FSF.jpg,1,0
data/test\1\43973_right-600-RB.jpg,1,0
data/test\1\43973_right-600.jpg,1,0
data/test\1\44074_left-600-CF.jpg,1,0
data/test\1\44074_left-600-FSF.jpg,1,0
data/test\1\44074_left-600-RB.jpg,1,0
data/test\1\44074_left-600.jpg,1,0
data/test\1\44117_right-600-CF.jpg,1,0
data/test\1\44117_right-600-FSF.jpg,1,0
data/test\1\44117_right-600-RB.jpg,1,0
data/test\1\44117_right-600.jpg,1,0
data/test\1\44173_right-600-CF.jpg,1,0
data/test\1\44173_right-600-FSF.jpg,1,0
data/test\1\44173_right-600-RB.jpg,1,0
data/test\1\44173_right-600.jpg,1,0
data/test\1\44252_right-600-CF.jpg,1,0
data/test\1\44252_right-600-FSF.jpg,1,0
data/test\1\44252_right-600-RB.jpg,1,0
data/test\1\44252_right-600.jpg,1,0
data/test\1\4570_left-600-CF.jpg,1,0
data/test\1\4570_left-600-FSF.jpg,1,0
data/test\1\4570_left-600-RB.jpg,1,0
data/test\1\4570_left-600.jpg,1,0
data/test\1\4597_left-600-CF.jpg,1,0
data/test\1\4597_left-600-FSF.jpg,1,0
data/test\1\4597_left-600-RB.jpg,1,0
data/test\1\4597_left-600.jpg,1,0
data/test\1\4640_right-600-CF.jpg,1,0
data/test\1\4640_right-600-FSF.jpg,1,0
data/test\1\4640_right-600-RB.jpg,1,0
data/test\1\4640_right-600.jpg,1,0
data/test\1\4683_right-600-CF.jpg,1,0
data/test\1\4683_right-600-FSF.jpg,1,0
data/test\1\4683_right-600-RB.jpg,1,0
data/test\1\4683_right-600.jpg,1,0
data/test\1\4696_right-600-RB.jpg,1,0
data/test\1\4711_right-600-CF.jpg,1,0
data/test\1\4711_right-600-FSF.jpg,1,0
data/test\1\4711_right-600-RB.jpg,1,0
data/test\1\4711_right-600.jpg,1,0
data/test\1\4863_right-600-CF.jpg,1,0
data/test\1\4863_right-600-FSF.jpg,1,0
data/test\1\4863_right-600-RB.jpg,1,0
data/test\1\4863_right-600.jpg,1,0
data/test\1\4898_right-600-CF.jpg,1,0
data/test\1\4898_right-600-FSF.jpg,1,0
data/test\1\4898_right-600-RB.jpg,1,0
data/test\1\4898_right-600.jpg,1,0
data/test\1\49386d603494-600-CF.jpg,1,0
data/test\1\49386d603494-600-FSF.jpg,1,0
data/test\1\49386d603494-600-RB.jpg,1,0
data/test\1\5516_left-600-CF.jpg,1,0
data/test\1\5516_left-600-FSF.jpg,1,0
data/test\1\5516_left-600-RB.jpg,1,0
data/test\1\5516_left-600.jpg,1,0
data/test\1\5524_left-600-CF.jpg,1,0
data/test\1\5524_left-600-FSF.jpg,1,0
data/test\1\5524_left-600-RB.jpg,1,0
data/test\1\5524_left-600.jpg,1,0
data/test\1\5526_left-600-CF.jpg,1,0
data/test\1\5526_left-600-FSF.jpg,1,0
data/test\1\5526_left-600-RB.jpg,1,0
data/test\1\5526_left-600.jpg,1,0
data/test\1\5600_right-600-CF.jpg,1,0
data/test\1\5600_right-600-FSF.jpg,1,0
data/test\1\5600_right-600-RB.jpg,1,0
data/test\1\5600_right-600.jpg,1,0
data/test\1\7ef5ff774a48-GF-600.jpg,1,0
data/test\1\8047_left-600-CF.jpg,1,0
data/test\1\8047_left-600-FSF.jpg,1,0
data/test\1\8047_left-600-RB.jpg,1,0
data/test\1\8047_left-600.jpg,1,0
data/test\1\8114d6a160df-GF-600-CF.jpg,1,0
data/test\1\8114d6a160df-GF-600-FSF.jpg,1,0
data/test\1\8114d6a160df-GF-600-RB.jpg,1,0
data/test\1\8114d6a160df-GF-600.jpg,1,0
data/test\1\8197_right-600-CF.jpg,1,0
data/test\1\8197_right-600-FSF.jpg,1,0
data/test\1\8197_right-600-RB.jpg,1,0
data/test\1\8197_right-600.jpg,1,0
data/test\1\8418_right-600-CF.jpg,1,0
data/test\1\8418_right-600-FSF.jpg,1,0
data/test\1\8418_right-600-RB.jpg,1,0
data/test\1\8418_right-600.jpg,1,0
data/test\1\8421_left-600-CF.jpg,1,0
data/test\1\8421_left-600-FSF.jpg,1,0
data/test\1\8421_left-600-RB.jpg,1,0
data/test\1\8421_left-600.jpg,1,0
data/test\1\8620_left-600-CF.jpg,1,0
data/test\1\8620_left-600-FSF.jpg,1,0
data/test\1\8620_left-600-RB.jpg,1,0
data/test\1\8620_left-600.jpg,1,0
data/test\1\8660_left-600-CF.jpg,1,0
data/test\1\8660_left-600-FSF.jpg,1,0
data/test\1\8660_left-600-RB.jpg,1,0
data/test\1\8660_left-600.jpg,1,0
data/test\1\8714d17bb6da-600-CF.jpg,1,0
data/test\1\8714d17bb6da-600-FSF.jpg,1,0
data/test\1\8714d17bb6da-600-RB.jpg,1,0
data/test\1\8714d17bb6da-600.jpg,1,0
data/test\1\8889_left-600-CF.jpg,1,0
data/test\1\8889_left-600-FSF.jpg,1,0
data/test\1\8889_left-600-RB.jpg,1,0
data/test\1\8889_left-600.jpg,1,0
data/test\1\8936_right-600-CF.jpg,1,0
data/test\1\8936_right-600-FSF.jpg,1,0
data/test\1\8936_right-600-RB.jpg,1,0
data/test\1\8936_right-600.jpg,1,0
data/test\1\8956_right-600-CF.jpg,1,0
data/test\1\8956_right-600-FSF.jpg,1,0
data/test\1\8956_right-600-RB.jpg,1,0
data/test\1\8956_right-600.jpg,1,0
data/test\1\8ef2eb8c51c4-600-CF.jpg,1,0
data/test\1\8ef2eb8c51c4-600-FSF.jpg,1,0
data/test\1\8ef2eb8c51c4-600-RB.jpg,1,0
data/test\1\9026_right-600-CF.jpg,1,0
data/test\1\9026_right-600-FSF.jpg,1,0
data/test\1\9026_right-600-RB.jpg,1,0
data/test\1\9026_right-600.jpg,1,0
data/test\1\90c982cc2d96-GF-600-CF.jpg,1,0
data/test\1\90c982cc2d96-GF-600-FSF.jpg,1,0
data/test\1\90c982cc2d96-GF-600-RB.jpg,1,0
data/test\1\90c982cc2d96-GF-600.jpg,1,0
data/test\1\9251_left-600-CF.jpg,1,0
data/test\1\9251_left-600-FSF.jpg,1,0
data/test\1\9251_left-600-RB.jpg,1,0
data/test\1\9251_left-600.jpg,1,0
data/test\1\944_right-600-CF.jpg,1,0
data/test\1\944_right-600-FSF.jpg,1,0
data/test\1\944_right-600-RB.jpg,1,0
data/test\1\944_right-600.jpg,1,0
data/test\1\9462_left-600-CF.jpg,1,0
data/test\1\9462_left-600-FSF.jpg,1,0
data/test\1\9462_left-600-RB.jpg,1,0
data/test\1\9462_left-600.jpg,1,0
data/test\1\9478_left-600-CF.jpg,1,0
data/test\1\9478_left-600-FSF.jpg,1,0
data/test\1\9478_left-600-RB.jpg,1,0
data/test\1\9478_left-600.jpg,1,0
data/test\1\d6e26fe51dce-600-CF.jpg,1,0
data/test\1\d6e26fe51dce-600-FSF.jpg,1,0
data/test\1\d6e26fe51dce-600-RB.jpg,1,0
data/test\1\d6e26fe51dce-600.jpg,1,0
data/test\1\dd19428c3d29-GF-600-CF.jpg,1,0
data/test\1\dd19428c3d29-GF-600.jpg,1,0
data/test\1\eba3acc42197-600.jpg,1,0
data/test\1\f47a2a4a0411-600-RB.jpg,1,0
data/test\1\f55e1d2a19e4-600-CF.jpg,1,0
data/test\1\f55e1d2a19e4-600-FSF.jpg,1,0
data/test\1\f55e1d2a19e4-600-RB.jpg,1,0
data/test\1\f55e1d2a19e4-600.jpg,1,0
data/test\1\f55e1d2a19e4-GF-600-CF.jpg,1,0
data/test\1\f55e1d2a19e4-GF-600-FSF.jpg,1,0
data/test\1\f55e1d2a19e4-GF-600-RB.jpg,1,0
data/test\1\f55e1d2a19e4-GF-600.jpg,1,0
data/test\1\f5650eb52640-600-CF.jpg,1,0
data/test\1\f5650eb52640-600-FSF.jpg,1,0
data/test\1\f5650eb52640-600-RB.jpg,1,0
data/test\1\f5650eb52640-600.jpg,1,0
data/test\1\f72ef9ceeaa8-600-CF.jpg,1,0
data/test\1\f72ef9ceeaa8-600-FSF.jpg,1,0
data/test\1\f72ef9ceeaa8-600-RB.jpg,1,0
data/test\1\f72ef9ceeaa8-600.jpg,1,0
data/test\1\fca931da5c5e-600-CF.jpg,1,0
data/test\1\fca931da5c5e-600-FSF.jpg,1,0
data/test\1\fca931da5c5e-600-RB.jpg,1,0
data/test\1\fca931da5c5e-600.jpg,1,0
data/test\1\fdd18ccbbdc5-GF-600-CF.jpg,1,0
data/test\1\fdd18ccbbdc5-GF-600-FSF.jpg,1,0
data/test\1\fdd18ccbbdc5-GF-600-RB.jpg,1,0
data/test\1\fdd18ccbbdc5-GF-600.jpg,1,0
data/test\2\1530_left-600.jpg,2,0
data/test\2\1536_left-600-HBF.jpg,2,0
data/test\2\1536_left-600.jpg,2,0
data/test\2\1541_left-600-HBF.jpg,2,0
data/test\2\1541_left-600.jpg,2,0
data/test\2\16061_left-600-HBF.jpg,2,0
data/test\2\16090_right-600-HBF.jpg,2,0
data/test\2\16090_right-600.jpg,2,0
data/test\2\17211_left-600.jpg,2,0
data/test\2\17247_left-600-HBF.jpg,2,0
data/test\2\17247_left-600.jpg,2,0
data/test\2\17331_left-600-HBF.jpg,2,0
data/test\2\17331_left-600.jpg,2,0
data/test\2\17368_right-600-HBF.jpg,2,0
data/test\2\17368_right-600.jpg,2,0
data/test\2\17402_right-600-HBF.jpg,2,0
data/test\2\17402_right-600.jpg,2,0
data/test\2\1743_left-600-HBF.jpg,2,0
data/test\2\1743_left-600.jpg,2,0
data/test\2\17598_left-600-HBF.jpg,2,0
data/test\2\17598_left-600.jpg,2,0
data/test\2\17626_right-600-HBF.jpg,2,0
data/test\2\17626_right-600.jpg,2,0
data/test\2\17679_left-600-HBF.jpg,2,0
data/test\2\17679_left-600.jpg,2,0
data/test\2\17744_left-600.jpg,2,0
data/test\2\17892_left-600-HBF.jpg,2,0
data/test\2\17892_left-600.jpg,2,0
data/test\2\17913_left-600-HBF.jpg,2,0
data/test\2\17913_left-600.jpg,2,0
data/test\2\17914_right-600-HBF.jpg,2,0
data/test\2\17914_right-600.jpg,2,0
data/test\2\17999_right-600-HBF.jpg,2,0
data/test\2\17999_right-600.jpg,2,0
data/test\2\18020_left-600-HBF.jpg,2,0
data/test\2\18020_left-600.jpg,2,0
data/test\2\18024_right-600-HBF.jpg,2,0
data/test\2\18024_right-600.jpg,2,0
data/test\2\18076_right-600-HBF.jpg,2,0
data/test\2\18076_right-600.jpg,2,0
data/test\2\22911_right-600-HBF.jpg,2,0
data/test\2\22911_right-600.jpg,2,0
data/test\2\22983_right-600-HBF.jpg,2,0
data/test\2\22983_right-600.jpg,2,0
data/test\2\2299_left-600-HBF.jpg,2,0
data/test\2\2299_left-600.jpg,2,0
data/test\2\23023_right-600-HBF.jpg,2,0
data/test\2\23023_right-600.jpg,2,0
data/test\2\23034_right-600-HBF.jpg,2,0
data/test\2\23034_right-600.jpg,2,0
data/test\2\23053_right-600-HBF.jpg,2,0
data/test\2\23053_right-600.jpg,2,0
data/test\2\23072_right-600-HBF.jpg,2,0
data/test\2\23072_right-600.jpg,2,0
data/test\2\23087_left-600-HBF.jpg,2,0
data/test\2\23087_left-600.jpg,2,0
data/test\2\23099_left-600-HBF.jpg,2,0
data/test\2\23099_left-600.jpg,2,0
data/test\2\23110_left-600-HBF.jpg,2,0
data/test\2\23110_left-600.jpg,2,0
data/test\2\2319_right-600-HBF.jpg,2,0
data/test\2\2319_right-600.jpg,2,0
data/test\2\23221_left-600-HBF.jpg,2,0
data/test\2\23221_left-600.jpg,2,0
data/test\2\23227_right-600-HBF.jpg,2,0
data/test\2\23227_right-600.jpg,2,0
data/test\2\23331_right-600-HBF.jpg,2,0
data/test\2\23331_right-600.jpg,2,0
data/test\2\23376_right-600-HBF.jpg,2,0
data/test\2\23376_right-600.jpg,2,0
data/test\2\23404_left-600-HBF.jpg,2,0
data/test\2\23404_left-600.jpg,2,0
data/test\2\2342_left-600-HBF.jpg,2,0
data/test\2\2342_left-600.jpg,2,0
data/test\2\23469_right-600-HBF.jpg,2,0
data/test\2\23469_right-600.jpg,2,0
data/test\2\23493_left-600-HBF.jpg,2,0
data/test\2\23493_left-600.jpg,2,0
data/test\2\23496_right-600-HBF.jpg,2,0
data/test\2\23496_right-600.jpg,2,0
data/test\2\23507_right-600-HBF.jpg,2,0
data/test\2\23507_right-600.jpg,2,0
data/test\2\23538_left-600-HBF.jpg,2,0
data/test\2\23538_left-600.jpg,2,0
data/test\2\23559_left-600-HBF.jpg,2,0
data/test\2\23559_left-600.jpg,2,0
data/test\2\23593_right-600.jpg,2,0
data/test\2\23852_left-600-HBF.jpg,2,0
data/test\2\23852_left-600.jpg,2,0
data/test\2\23895_right-600-HBF.jpg,2,0
data/test\2\23895_right-600.jpg,2,0
data/test\2\23972_left-600-HBF.jpg,2,0
data/test\2\23972_left-600.jpg,2,0
data/test\2\24635_right-600-HBF.jpg,2,0
data/test\2\24635_right-600.jpg,2,0
